exposure_group_id,record_id,source_citation,year_bce,calculation_window,membership_role,amount_role,timing_role,party_role,graph_role,scope_role,stock_class,contributes_to_amount_pool,calibration_fold_eligible,contributes_to_o5_t4,contributes_to_o5_t5_seed,contributes_to_o5_t5_candidate_basis,contributes_to_o5_t5_candidate_endpoint,contributes_to_o56,contributes_to_strict_graph,contributes_to_strict_stock,contributes_to_o6_actor_universe,decision_authority,decision_reason
EG-CLEAN-0019,SEC-STAGED-0030,Cic. Att. 13.3.1,45,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,not_seed,strict_private,excluded_or_context,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0084,SEC-STAGED-0032,Cic. Att. 5.21.14; Fam. 5.20.3-4,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0037,SEC-STAGED-0036,Cic. Phil. 2.44-46,44,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,not_seed,excluded_scope,excluded_or_context,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,political_or_context_obligation
EG-CLEAN-0047,SEC-STAGED-0038,Cic. Att. 12.18.3; Att. 12.19.2,45,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,raw_seed_member,strict_private,active_stock,pending_group_amount,pending_group_amount,yes,yes,yes,occurrence_specific,no,yes,yes,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0075,SEC-STAGED-0040,Cic. Flacc. 46-50,59,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0041,SEC-STAGED-0042,Cic. Fam. 6.18.3; Val. Max. 6.2.11,45,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,raw_seed_member,strict_private,candidate_stock,pending_group_amount,pending_group_amount,yes,yes,yes,occurrence_specific,no,yes,yes,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0104,SEC-STAGED-0044,Cic. Fam. 11.10.5,43,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0053,SEC-STAGED-0045,Cic. Att. 13.42.1; Att. 15.21.1; Att. 15.26.1; Att. 16.1.6,44,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,not_seed,excluded_scope,excluded_or_context,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,political_or_context_obligation
EG-CLEAN-0091,SEC-STAGED-0047,Cic. Q fr. 2.2.1-2,56,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0093,SEC-STAGED-0048,Cic. Q fr. 2.15b.2-3; Q fr. 2.6.4; Q fr. 2.3.1; Att. 4.7.3,56,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0027,SEC-STAGED-0053,Cic. Fam. 9.4; Att. 13.2; Att. 13.18.3; Att. 13.19.2,45,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,raw_seed_member,strict_private,active_stock,pending_group_amount,pending_group_amount,yes,yes,yes,occurrence_specific,no,yes,yes,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0082,SEC-STAGED-0055,Cic. Fam. 13.61,51,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0100,SEC-STAGED-0056,Cic. Fam. 13.55; Fam. 13.57,51,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0038,SEC-STAGED-0057,Cic. Fam. 13.14,46,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0085,SEC-STAGED-0058,Cic. Fam. 13.56.2-3,51,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0073,SEC-STAGED-0061,Cic. Fam. 13.65.1,51,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0077,SEC-STAGED-0062,Cic. Fam. 13.56; Cic. Att. 6.2.3 and related Atticus references,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0001,SEC-STAGED-0064,Cic. Fam. 13.29.8; Att. 16.16c,46,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0071,SEC-STAGED-0065,Cic. Fam. 13.41; Fam. 13.42,59,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0072,SEC-STAGED-0066,Cic. Fam. 5.5; Att. 2.1.12,60,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0106,SEC-STAGED-0067,Cic. Ad Brut. 14.4,43,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0097,SEC-STAGED-0068,Cic. Att. 5.21.10-13; Att. 6.1.4-8; Att. 6.2.7-9; Att. 6.3.5,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0102,SEC-STAGED-0069,Cic. Fam. 2.12.2; Fam. 8.2.9; Fam. 8.4.5; Fam. 8.8.10; Fam. 8.9.3; Fam. 8.11.4,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0051,SEC-STAGED-0070,Cic. Fam. 13.72,46,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0101,SEC-STAGED-0071,Cic. Fam. 13.63,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0007,SEC-STAGED-0072,Cic. Att. 15.15.1; Att. 15.17.1; Att. 15.20.4,44,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,not_seed,excluded_scope,excluded_or_context,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0092,SEC-STAGED-0073,Cic. Att. 2.7.5,59,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0068,SEC-STAGED-0074,Cic. Att. 6.8.5,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0017,SEC-STAGED-0075,Cic. Att. 9.15.5,49,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0016,SEC-STAGED-0076,Cic. Att. 14.18.2; Att. 14.20.2,44,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,raw_seed_member,strict_private,candidate_stock,pending_group_amount,pending_group_amount,yes,yes,yes,occurrence_specific,no,yes,yes,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0006,SEC-STAGED-0077,Cic. Att. 11.7.6,48,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0054,SEC-STAGED-0078,Cic. Fam. 13.56,51,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0115,SEC-STAGED-0079,Plin. Ep. 3.19.8,,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0117,SEC-STAGED-0080,Plut. Ant. 1,71,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0114,SEC-STAGED-0081,Plut. Cat. Min. 6.4,72,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0112,SEC-STAGED-0082,Sall. Cat. 48.5; Plut. Crass. 3.1; Plut. Crass. 7.2,63,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0048,SEC-STAGED-0083,Suet. Iul. 27.1; Cic. Phil. 2.78,44,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,not_seed,excluded_scope,excluded_or_context,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,political_or_context_obligation
EG-CLEAN-0057,SEC-STAGED-0084,Plut. Pomp. 58.1; Vell. 2.48.3-4; App. BC 2.26; Dio 40.60.2,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0079,SEC-STAGED-0085,Plut. Caes. 29.3; Suet. Iul. 29.1; App. BC 2.26; Dio 40.63.2,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0060,SEC-STAGED-0086,Cic. Att. 6.1.25,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0108,SEC-STAGED-0088,Cic. 2 Verr. 1.130-152,70,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0061,SEC-STAGED-0089,Suet. Iul. 18.1; Plut. Caes. 11.1,61,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0034,SEC-STAGED-0090,Cic. Phil. 2.4.11,44,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,not_seed,strict_private,excluded_or_context,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0002,SEC-STAGED-0091,Cic. Att. 13.6.2,45,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,raw_seed_member,strict_private,active_stock,pending_group_amount,pending_group_amount,yes,yes,yes,occurrence_specific,no,yes,yes,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
O5EG-0004,SEC-STAGED-0092,Cic. Att. 12.5,46,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,explicit_revision5_exclusion
EG-CLEAN-0109,SEC-STAGED-0094,Cic. Quinct. 15-20,81,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
O5EG-PAPER-0095,SEC-STAGED-0095,Cic. Att. 11.2.2; Att. 11.3.1; Att. 11.4a; Att. 11.25.3; Att. 12.5c,48,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,explicit_revision5_exclusion
EG-CLEAN-0110,SEC-STAGED-0096,Cic. 2 Verr. 1.27-28; Cic. 2 Verr. 2.19-24,70,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,verres_public_prosecution_context
EG-CLEAN-0103,SEC-STAGED-0097,Cic. 2 Verr. 2.169-170; Cic. 2 Verr. 2.186-189; Cic. 2 Verr. 3.163-187,70,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0083,SEC-STAGED-0099,Cic. Sull. 56-59; Cic. Rab. Post. 39,62,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0113,SEC-STAGED-0100,Hor. Serm. 2.3.18-26; Ps.-Acro in Hor. Serm. 2.3.18,30,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0090,SEC-STAGED-0102,Val. Max. 4.8.3,63,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0011,SEC-STAGED-0103,Cic. Att. 12.25.1; Att. 12.30.2; Att. 12.31.1-2,45,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,not_seed,strict_private,excluded_or_context,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0065,SEC-STAGED-0104,Cic. Att. 4.6.4; Att. 4.16.4,56,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0105,CIC-SRC-EXP-0003,Brut. 2.4,43,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0081,CIC-SRC-EXP-0004,Fam. 15.4,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0074,CIC-SRC-EXP-0005,Att. 6.1,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
